,lr,num_layers,hidden_channels,dropout,batchnorm,l2,train,train_std,valid,valid_std,test,test_std
sage_neighsampler,0.003,2,128,0.0,False,5e-07,78.6245,0.1391,76.8072,0.08,77.6441,0.1343
